ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
1562408_at	0.811	0.0355915	-2.21393305	-3.77	-0.1950	LOC101926984	leucine-rich repeat-containing protein 37A3
224615_x_at	0.811	0.0356173	-2.21359526	-3.77	-0.5800	HM13	histocompatibility minor 13
204254_s_at	0.811	0.0356175	-2.21359331	-3.77	-1.0100	VDR	vitamin D (1,25- dihydroxyvitamin D3) receptor
220157_x_at	0.811	0.0356886	2.21266578	-3.77	0.2580	PLEKHA8P1	pleckstrin homology domain containing A8 pseudogene 1
213221_s_at	0.811	0.0357845	2.21141893	-3.77	0.1750	SIK2	salt inducible kinase 2
1552667_a_at	0.811	0.0358018	2.2111942	-3.77	0.3310	SH2D3C	SH2 domain containing 3C
226679_at	0.811	0.0358183	2.21097936	-3.77	0.2590	SLC26A11	solute carrier family 26 member 11
209063_x_at	0.811	0.0358298	-2.21083041	-3.77	-0.2570	PAIP1	poly(A) binding protein interacting protein 1
205791_x_at	0.811	0.0358369	2.21073799	-3.77	0.3260	ZNF230	zinc finger protein 230
243912_x_at	0.811	0.0358411	2.21068421	-3.77	0.1830	APOBEC3F	apolipoprotein B mRNA editing enzyme catalytic subunit 3F
244377_at	0.811	0.0358414	-2.21067984	-3.77	-0.5190	SLC1A4	solute carrier family 1 member 4
236772_s_at	0.811	0.035862	2.21041359	-3.77	0.1720		
238430_x_at	0.811	0.0358875	-2.21008222	-3.77	-0.4600	SLFN5	schlafen family member 5
216615_s_at	0.811	0.0358895	2.21005683	-3.77	0.4700	HTR3A	5-hydroxytryptamine receptor 3A
226402_at	0.811	0.0359128	2.20975442	-3.77	0.4190	CYP2U1	cytochrome P450 family 2 subfamily U member 1
205733_at	0.811	0.0359159	-2.2097144	-3.77	-0.3490	BLM	Bloom syndrome RecQ like helicase
226183_at	0.811	0.0359278	2.20956112	-3.77	0.2870	GSK3B	glycogen synthase kinase 3 beta
229925_at	0.811	0.0359404	-2.2093978	-3.77	-0.1440	SLC6A17	solute carrier family 6 member 17
222891_s_at	0.811	0.0359948	2.2086938	-3.78	0.4110	BCL11A	B-cell CLL/lymphoma 11A
201714_at	0.811	0.036	-2.20862663	-3.78	-0.7330	TUBG1	tubulin gamma 1
217388_s_at	0.811	0.0360023	2.20859736	-3.78	0.2220	KYNU	kynureninase
211232_x_at	0.811	0.0360077	-2.2085273	-3.78	-0.1720	GLP1R	glucagon like peptide 1 receptor
231824_at	0.812	0.0360743	-2.20766746	-3.78	-0.1960	LARP1B	La ribonucleoprotein domain family member 1B
1562372_at	0.812	0.0361659	-2.20648716	-3.78	-0.1300	SV2C	synaptic vesicle glycoprotein 2C
232315_at	0.812	0.0362477	2.20543532	-3.78	0.5830	ZNF880	zinc finger protein 880
203063_at	0.812	0.0362696	2.20515479	-3.78	0.1720	PPM1F	protein phosphatase, Mg2+/Mn2+ dependent 1F
208760_at	0.812	0.0362893	2.20490242	-3.78	0.2800	UBE2I	ubiquitin conjugating enzyme E2 I
202862_at	0.812	0.0362993	-2.20477407	-3.78	-0.2000	FAH	fumarylacetoacetate hydrolase
211649_x_at	0.812	0.0363042	-2.20471121	-3.78	-0.3190	IGHM///IGHG1///IGHA1	immunoglobulin heavy constant mu///immunoglobulin heavy constant gamma 1 (G1m marker)///immunoglobulin heavy constant alpha 1
226946_at	0.812	0.0363144	-2.20458044	-3.78	-0.2750	NADK2	NAD kinase 2, mitochondrial
228519_x_at	0.812	0.0363185	2.20452704	-3.78	0.1740	CIRBP	cold inducible RNA binding protein
200765_x_at	0.812	0.0363221	2.20448183	-3.78	0.2650	CTNNA1	catenin alpha 1
1568752_s_at	0.812	0.0363585	-2.2040148	-3.78	-0.1520	RGS13	regulator of G-protein signaling 13
200724_at	0.812	0.0363681	2.20389174	-3.78	0.1170	SNORA70///RPL10	small nucleolar RNA, H/ACA box 70///ribosomal protein L10
241245_at	0.812	0.036383	-2.20370151	-3.78	-0.0996	SRSF4	serine and arginine rich splicing factor 4
202373_s_at	0.812	0.0364405	2.20296639	-3.78	0.1950	RAB3GAP2///AURKAPS1	RAB3 GTPase activating non-catalytic protein subunit 2///aurora kinase A pseudogene 1
226604_at	0.812	0.0364455	2.20290135	-3.78	0.3130	TMTC3	transmembrane and tetratricopeptide repeat containing 3
218830_at	0.812	0.0364839	-2.20241194	-3.78	-0.2690	RPL26L1	ribosomal protein L26 like 1
1569578_at	0.812	0.0364839	-2.20241173	-3.78	-0.3040		
226272_at	0.812	0.0364942	2.20228053	-3.78	0.3110	RCAN3	RCAN family member 3
222618_at	0.812	0.0365249	2.20188763	-3.78	0.2740	SMU1	DNA replication regulator and spliceosomal factor
230957_at	0.813	0.036589	2.20107122	-3.78	0.1230		
213465_s_at	0.814	0.0366237	-2.2006303	-3.78	-0.2010	PPP1R7	protein phosphatase 1 regulatory subunit 7
204950_at	0.815	0.0367147	2.19947345	-3.78	0.2680	CARD8	caspase recruitment domain family member 8
238841_at	0.815	0.0367245	2.19934921	-3.78	0.5020	PTPDC1	protein tyrosine phosphatase domain containing 1
237006_at	0.815	0.0367398	-2.19915412	-3.78	-0.4090		
213185_at	0.816	0.0368125	2.1982326	-3.79	0.2240	KIAA0556	KIAA0556
218663_at	0.817	0.0369173	-2.19690785	-3.79	-0.3050	NCAPG	non-SMC condensin I complex subunit G
208913_at	0.818	0.0369814	2.19609858	-3.79	0.2150	GGA2	golgi associated, gamma adaptin ear containing, ARF binding protein 2
214643_x_at	0.818	0.0369943	2.19593545	-3.79	0.2460	BIN1	bridging integrator 1
215058_at	0.818	0.0370296	-2.19549098	-3.79	-0.4720	DENND5B	DENN domain containing 5B
216557_x_at	0.818	0.0370561	-2.1951565	-3.79	-0.4660	IGHV4-31///IGHM///IGHG3///IGHG1///IGHD///IGHA1	immunoglobulin heavy variable 4-31///immunoglobulin heavy constant mu///immunoglobulin heavy constant gamma 3 (G3m marker)///immunoglobulin heavy constant gamma 1 (G1m marker)///immunoglobulin heavy constant delta///immunoglobulin heavy constant alpha 1
215287_at	0.819	0.0371095	2.19448565	-3.79	0.3430	STRN	striatin
201060_x_at	0.819	0.0372098	-2.1932252	-3.79	-0.2240	STOM	stomatin
223128_at	0.819	0.0372191	-2.19310913	-3.79	-0.3440	FOXRED1	FAD dependent oxidoreductase domain containing 1
203890_s_at	0.819	0.0372557	2.19265048	-3.79	0.1230	MIR637///DAPK3	microRNA 637///death associated protein kinase 3
1559132_at	0.819	0.0372557	2.19265017	-3.79	0.2390	TMEM80	transmembrane protein 80
1556929_at	0.819	0.0372913	-2.19220453	-3.79	-0.1820	PAPOLG	poly(A) polymerase gamma
226723_at	0.819	0.0372949	2.19215998	-3.79	0.2800	SVBP	small vasohibin binding protein
206181_at	0.819	0.0373071	-2.1920072	-3.79	-0.4640	SLAMF1	signaling lymphocytic activation molecule family member 1
208656_s_at	0.819	0.0373379	2.19162108	-3.79	0.2910	CCNI	cyclin I
226648_at	0.819	0.0373428	2.19156047	-3.79	0.2700	HIF1AN	hypoxia inducible factor 1 alpha subunit inhibitor
242717_at	0.819	0.0374451	-2.19028284	-3.79	-0.1380		
223754_at	0.819	0.0374587	-2.19011326	-3.79	-0.5660	C2orf88	chromosome 2 open reading frame 88
237075_at	0.819	0.0374673	2.19000571	-3.79	0.2790	LOC101060091	uncharacterized LOC101060091
1563379_at	0.819	0.0375049	-2.189537	-3.79	-0.1020		
209585_s_at	0.819	0.0375186	-2.1893668	-3.79	-0.4370	MINPP1	multiple inositol-polyphosphate phosphatase 1
225655_at	0.819	0.0375289	-2.18923835	-3.79	-0.5010	UHRF1	ubiquitin like with PHD and ring finger domains 1
204022_at	0.819	0.0376039	2.18830594	-3.8	0.2010	WWP2	WW domain containing E3 ubiquitin protein ligase 2
205085_at	0.819	0.0376088	-2.1882456	-3.8	-0.1890	ORC1	origin recognition complex subunit 1
205807_s_at	0.819	0.0376283	-2.18800258	-3.8	-0.1980	TUFT1	tuftelin 1
219457_s_at	0.819	0.0376348	2.18792229	-3.8	0.2490	RIN3	Ras and Rab interactor 3
238327_at	0.819	0.0376413	-2.18784092	-3.8	-0.7900	ODF3B	outer dense fiber of sperm tails 3B
202791_s_at	0.819	0.0376477	-2.18776182	-3.8	-0.2140	PPP6R2	protein phosphatase 6 regulatory subunit 2
203122_at	0.819	0.0376547	2.18767577	-3.8	0.2300	TRAPPC12	trafficking protein particle complex 12
203410_at	0.819	0.0376584	2.18762883	-3.8	0.2440	AP3M2	adaptor related protein complex 3 mu 2 subunit
215497_s_at	0.819	0.0376758	2.18741338	-3.8	0.2580	WDTC1	WD and tetratricopeptide repeats 1
203288_at	0.819	0.0377314	2.18672442	-3.8	0.2230	KIAA0355	KIAA0355
1555866_a_at	0.819	0.0377339	2.18669364	-3.8	0.2100	HEXDC	hexosaminidase D
45633_at	0.819	0.0377351	-2.18667785	-3.8	-0.1720	GINS3	GINS complex subunit 3
212757_s_at	0.819	0.0378293	2.18551242	-3.8	0.3050	CAMK2G	calcium/calmodulin dependent protein kinase II gamma
202867_s_at	0.819	0.0378361	-2.18542951	-3.8	-0.2550	DNAJB12	DnaJ heat shock protein family (Hsp40) member B12
244418_at	0.819	0.0378442	2.18532944	-3.8	0.1080		
218479_s_at	0.819	0.0378737	-2.1849647	-3.8	-0.2750	XPO4	exportin 4
242384_at	0.819	0.0378739	-2.18496152	-3.8	-0.2400		
221822_at	0.819	0.0378888	2.18477826	-3.8	0.2240	SGF29	SAGA complex associated factor 29
227981_at	0.819	0.0379325	2.18423899	-3.8	0.1860	CYB561D1	cytochrome b561 family member D1
239252_at	0.819	0.0379551	2.18396087	-3.8	0.1400	COX7B	cytochrome c oxidase subunit 7B
1557994_at	0.819	0.0379657	-2.18382992	-3.8	-0.2000	TTN	titin
1553711_a_at	0.82	0.0380331	-2.18299989	-3.8	-0.1420	FAM218A	family with sequence similarity 218 member A
235884_at	0.82	0.0380431	-2.18287691	-3.8	-0.2540	LOC644794	uncharacterized LOC644794
221122_at	0.82	0.0380843	-2.18237165	-3.8	-1.0700	HRASLS2	HRAS like suppressor 2
227049_at	0.82	0.0381031	2.18214021	-3.8	0.3550	ZADH2	zinc binding alcohol dehydrogenase domain containing 2
214457_at	0.82	0.038107	-2.18209187	-3.8	-0.1270	HOXA2	homeobox A2
212333_at	0.82	0.0381555	-2.18149714	-3.8	-0.3950	FAM98A	family with sequence similarity 98 member A
209369_at	0.82	0.0381833	-2.18115608	-3.8	-0.4460	ANXA3	annexin A3
204013_s_at	0.821	0.0382168	-2.18074557	-3.8	-0.1870	LCMT2	leucine carboxyl methyltransferase 2
203622_s_at	0.821	0.0382571	-2.1802528	-3.8	-0.2470	PNO1	partner of NOB1 homolog
227768_at	0.821	0.0382779	2.17999815	-3.8	0.2470	ZNF407	zinc finger protein 407
1562764_at	0.821	0.0383027	2.17969549	-3.8	0.1360	LOC100507351	uncharacterized LOC100507351
217824_at	0.822	0.0383845	-2.17869626	-3.8	-0.3920	UBE2J1	ubiquitin conjugating enzyme E2 J1
244069_at	0.822	0.0384131	2.17834803	-3.8	0.1470		
224996_at	0.824	0.0385198	2.17704902	-3.81	0.3920	ASPH	aspartate beta-hydroxylase
244229_at	0.824	0.0385557	2.17661291	-3.81	0.2780	PARVG	parvin gamma
227507_at	0.824	0.0385623	2.17653274	-3.81	0.2440	ZNF592	zinc finger protein 592
235778_s_at	0.825	0.0386248	-2.17577361	-3.81	-0.3590	ANKRD44	ankyrin repeat domain 44
205225_at	0.825	0.0386505	-2.17546253	-3.81	-0.4120	ESR1	estrogen receptor 1
227436_at	0.825	0.0386668	-2.17526473	-3.81	-0.1980	OTUD7B	OTU deubiquitinase 7B
202501_at	0.825	0.0387079	2.1747664	-3.81	0.2780	MAPRE2	microtubule associated protein RP/EB family member 2
221962_s_at	0.825	0.0387267	-2.17453936	-3.81	-0.4090	UBE2H	ubiquitin conjugating enzyme E2 H
201889_at	0.825	0.0387683	-2.17403642	-3.81	-0.3200	FAM3C	family with sequence similarity 3 member C
235142_at	0.825	0.0388418	-2.17314902	-3.81	-0.1530	ZBTB8A	zinc finger and BTB domain containing 8A
227027_at	0.825	0.0388453	-2.17310613	-3.81	-0.5180	GFPT1	glutamine--fructose-6-phosphate transaminase 1
215933_s_at	0.825	0.0388512	2.17303503	-3.81	0.4240	HHEX	hematopoietically expressed homeobox
225125_at	0.825	0.0388656	2.17286159	-3.81	0.2160	MMGT1	membrane magnesium transporter 1
202741_at	0.825	0.0388722	2.17278136	-3.81	0.2150	PRKACB	protein kinase cAMP-activated catalytic subunit beta
222221_x_at	0.825	0.0389209	2.17219512	-3.81	0.2570	EHD1	EH domain containing 1
235045_at	0.825	0.0389645	2.1716697	-3.81	0.2780	RBM7	RNA binding motif protein 7
206761_at	0.825	0.0390014	2.17122597	-3.81	0.8450	CD96	CD96 molecule
234921_at	0.825	0.0390122	2.17109622	-3.81	0.2270	ZNF470	zinc finger protein 470
1552724_at	0.825	0.0390196	2.17100754	-3.81	0.2220	RHOXF1	Rhox homeobox family member 1
202912_at	0.825	0.0390292	-2.17089211	-3.81	-0.5400	ADM	adrenomedullin
204450_x_at	0.825	0.0390788	2.17029661	-3.81	0.1700	APOA1	apolipoprotein A1
225295_at	0.825	0.0391445	2.1695081	-3.81	0.4610	SLC39A10	solute carrier family 39 member 10
212378_at	0.825	0.0391467	-2.16948149	-3.81	-0.3800	GART	phosphoribosylglycinamide formyltransferase, phosphoribosylglycinamide synthetase, phosphoribosylaminoimidazole synthetase
212849_at	0.825	0.0392048	2.16878628	-3.81	0.2610	AXIN1	axin 1
218147_s_at	0.825	0.0392066	-2.16876437	-3.81	-0.3930	GLT8D1	glycosyltransferase 8 domain containing 1
229287_at	0.825	0.0392076	2.16875214	-3.81	0.3650	PCNX1	pecanex homolog 1 (Drosophila)
218051_s_at	0.825	0.0392276	-2.16851293	-3.81	-1.0300	NT5DC2	'5''-nucleotidase domain containing 2'
242790_at	0.825	0.0392407	2.16835598	-3.81	0.1510		
224927_at	0.825	0.0392437	2.16832065	-3.81	0.2250	PPP1R18	protein phosphatase 1 regulatory subunit 18
215011_at	0.826	0.0393122	-2.16750262	-3.82	-0.2250	SNHG3///SNORA73A	small nucleolar RNA host gene 3///small nucleolar RNA, H/ACA box 73A
228096_at	0.826	0.0393188	2.16742329	-3.82	0.1990	MINOS1	mitochondrial inner membrane organizing system 1
239412_at	0.826	0.0393379	2.16719509	-3.82	0.8060	IRF5	interferon regulatory factor 5
1556545_at	0.827	0.0394007	-2.1664464	-3.82	-0.2360		
212771_at	0.827	0.0394336	-2.16605484	-3.82	-0.3090	FAM171A1	family with sequence similarity 171 member A1
227630_at	0.828	0.0394964	2.16530788	-3.82	0.2780	PPP2R5E	'protein phosphatase 2 regulatory subunit B''epsilon'
235777_at	0.828	0.0395183	-2.16504708	-3.82	-0.4210	ANKRD44	ankyrin repeat domain 44
208842_s_at	0.829	0.0395949	-2.16413789	-3.82	-0.2860	GORASP2	golgi reassembly stacking protein 2
220446_s_at	0.829	0.0396382	-2.16362471	-3.82	-0.1250	CHST4	carbohydrate sulfotransferase 4
225414_at	0.829	0.039683	-2.1630945	-3.82	-0.4700	RNF149	ring finger protein 149
210046_s_at	0.829	0.0396844	-2.1630775	-3.82	-0.6420	IDH2	isocitrate dehydrogenase (NADP(+)) 2, mitochondrial
232156_at	0.829	0.0396942	2.16296156	-3.82	0.2470	AP5M1	adaptor related protein complex 5 mu 1 subunit
212622_at	0.829	0.0397064	-2.16281691	-3.82	-0.2030	TMEM41B	transmembrane protein 41B
243958_at	0.831	0.0398559	2.16105169	-3.82	0.1160		
221550_at	0.831	0.0398581	-2.16102542	-3.82	-0.1690	COX15	COX15, cytochrome c oxidase assembly homolog
1563086_at	0.831	0.0398868	-2.16068668	-3.82	-0.1440	LOC101928894	uncharacterized LOC101928894
1565546_at	0.831	0.0399796	2.15959406	-3.82	0.1490	RNF141	ring finger protein 141
1561706_at	0.831	0.0399804	-2.15958527	-3.82	-0.1060		
231491_at	0.831	0.039986	-2.15951928	-3.82	-0.0939	LINC00113	long intergenic non-protein coding RNA 113
236653_at	0.831	0.0399926	2.15944155	-3.82	0.1850	LINC00662	long intergenic non-protein coding RNA 662
227609_at	0.831	0.0400211	-2.15910637	-3.82	-0.8510	EPSTI1	epithelial stromal interaction 1 (breast)
1555895_at	0.831	0.0400652	-2.15858886	-3.82	-0.4090	DNM2	dynamin 2
242162_at	0.831	0.040084	-2.15836848	-3.82	-0.1160	DAW1	dynein assembly factor with WD repeats 1
212912_at	0.831	0.0400861	2.15834299	-3.82	0.3400	RPS6KA2	ribosomal protein S6 kinase A2
225767_at	0.831	0.0401319	-2.15780702	-3.82	-0.5430	RNA45S5	RNA, 45S pre-ribosomal 5
206557_at	0.831	0.0401965	-2.15705007	-3.83	-0.1160	ZNF702P	zinc finger protein 702, pseudogene
215090_x_at	0.831	0.0402152	2.15683094	-3.83	0.2270	LOC440434	aminopeptidase puromycin sensitive pseudogene
215750_at	0.831	0.0402221	-2.15675063	-3.83	-0.2760		
218153_at	0.831	0.0402226	2.15674487	-3.83	0.1940	CARS2	cysteinyl-tRNA synthetase 2, mitochondrial (putative)
225592_at	0.832	0.0402527	2.15639239	-3.83	0.2710	NRM	nurim (nuclear envelope membrane protein)
204027_s_at	0.833	0.0403371	-2.15540675	-3.83	-0.3150	METTL1	methyltransferase like 1
1555737_a_at	0.833	0.0403651	-2.15508011	-3.83	-0.1480	KLK4	kallikrein related peptidase 4
222432_s_at	0.833	0.0403839	-2.15486186	-3.83	-0.4290	CCDC47	coiled-coil domain containing 47
1555774_at	0.833	0.0404351	2.15426547	-3.83	0.1160	ZAR1	zygote arrest 1
229812_at	0.833	0.0404591	-2.15398517	-3.83	-0.5040	USP48	ubiquitin specific peptidase 48
200988_s_at	0.833	0.0405069	2.15342947	-3.83	0.3110	PSME3	proteasome activator subunit 3
243_g_at	0.833	0.0405335	-2.15312129	-3.83	-0.2030	MAP4	microtubule associated protein 4
243570_at	0.833	0.0405886	-2.15248139	-3.83	-0.1670	SPCS2	signal peptidase complex subunit 2
210534_s_at	0.833	0.0405909	-2.1524542	-3.83	-0.3560	B9D1	B9 domain containing 1
208675_s_at	0.833	0.040635	-2.15194365	-3.83	-0.4570	DDOST	dolichyl-diphosphooligosaccharide--protein glycosyltransferase non-catalytic subunit
243775_at	0.833	0.0406836	2.15138066	-3.83	0.0965		
232617_at	0.833	0.0407553	2.15055051	-3.83	0.2680	CTSS	cathepsin S
207446_at	0.833	0.0407666	2.15042034	-3.83	0.2890	TLR6	toll like receptor 6
218024_at	0.833	0.0407777	-2.15029163	-3.83	-0.3090	MPC1	mitochondrial pyruvate carrier 1
202488_s_at	0.833	0.0407791	-2.15027526	-3.83	-0.1700	FXYD3	FXYD domain containing ion transport regulator 3
208805_at	0.833	0.0407822	-2.15024048	-3.83	-0.2520	KIAA0391///PSMA6	KIAA0391///proteasome subunit alpha 6
204054_at	0.833	0.0407994	2.15004149	-3.83	0.2280	PTEN	phosphatase and tensin homolog
214710_s_at	0.833	0.0408061	-2.14996428	-3.83	-0.7700	CCNB1	cyclin B1
217787_s_at	0.833	0.040817	-2.14983854	-3.83	-0.5160	GALNT2	polypeptide N-acetylgalactosaminyltransferase 2
213523_at	0.833	0.0408195	-2.14980944	-3.83	-0.5430	CCNE1	cyclin E1
238118_s_at	0.833	0.0408329	-2.14965415	-3.83	-0.2910	PPOX	protoporphyrinogen oxidase
242836_at	0.833	0.0409062	-2.14880926	-3.83	-0.4720		
209782_s_at	0.833	0.0409248	2.14859572	-3.83	0.3050	DBP	D-box binding PAR bZIP transcription factor
241835_at	0.833	0.0409295	2.14854137	-3.83	0.3770		
220076_at	0.833	0.0409312	2.14852145	-3.83	0.1630	ANKH	ANKH inorganic pyrophosphate transport regulator
205789_at	0.833	0.0409765	2.14800033	-3.83	0.4050	CD1D	CD1d molecule
228517_at	0.833	0.0410006	2.1477233	-3.83	0.2560	MEAF6	MYST/Esa1 associated factor 6
200609_s_at	0.833	0.0410196	2.14750403	-3.83	0.1260	WDR1	WD repeat domain 1
205565_s_at	0.833	0.0410236	-2.14745817	-3.83	-0.2960	FXN	frataxin
215186_at	0.833	0.0410844	-2.14676067	-3.84	-0.1550	TBC1D30	TBC1 domain family member 30
221581_s_at	0.833	0.0411101	2.14646531	-3.84	0.2770	LAT2	linker for activation of T-cells family member 2
244519_at	0.833	0.0411353	-2.14617703	-3.84	-0.3630	ASXL1	additional sex combs like 1, transcriptional regulator
218350_s_at	0.833	0.0411565	-2.14593326	-3.84	-0.6240	GMNN	geminin, DNA replication inhibitor
206491_s_at	0.833	0.041199	-2.14544712	-3.84	-0.3350	NAPA	NSF attachment protein alpha
224772_at	0.833	0.0412381	-2.145	-3.84	-0.3440	NAV1	neuron navigator 1
1554283_at	0.833	0.0412947	-2.14435268	-3.84	-0.1110	NOCT	nocturnin
216969_s_at	0.833	0.0413033	2.14425435	-3.84	0.2010	KIF22	kinesin family member 22
222001_x_at	0.833	0.0413041	2.14424523	-3.84	0.2210	LINC00623///LINC00869	long intergenic non-protein coding RNA 623///long intergenic non-protein coding RNA 869
201952_at	0.833	0.0413501	2.14371984	-3.84	0.2700	ALCAM	activated leukocyte cell adhesion molecule
243017_at	0.833	0.0413586	2.14362305	-3.84	0.1790	USP27X-AS1	USP27X antisense RNA 1 (head to head)
203040_s_at	0.833	0.0413722	-2.14346758	-3.84	-0.2960	HMBS	hydroxymethylbilane synthase
205964_at	0.833	0.0413754	-2.14343164	-3.84	-0.1590	ZNF426	zinc finger protein 426
234707_x_at	0.833	0.0414149	-2.14298118	-3.84	-0.3690	IGLV1-44	immunoglobulin lambda variable 1-44
226550_at	0.833	0.0414293	2.14281722	-3.84	0.3300	SLC9A7	solute carrier family 9 member A7
205603_s_at	0.833	0.0414332	2.14277276	-3.84	0.3300	DIAPH2	diaphanous related formin 2
225062_at	0.833	0.0414782	-2.14226032	-3.84	-0.3550	LOC102724951///LOC389831	uncharacterized LOC102724951///uncharacterized LOC389831
219889_at	0.833	0.0414817	2.14222051	-3.84	0.2360	FRAT1	frequently rearranged in advanced T-cell lymphomas 1
213669_at	0.833	0.0414849	2.14218473	-3.84	0.2410	FCHO1	FCH domain only 1
210052_s_at	0.833	0.0415142	-2.14185075	-3.84	-0.5330	TPX2	TPX2, microtubule nucleation factor
226752_at	0.833	0.0415162	-2.14182769	-3.84	-0.4590	FAM174A	family with sequence similarity 174 member A
212717_at	0.833	0.0415271	2.14170456	-3.84	0.2250	PLEKHM1	pleckstrin homology and RUN domain containing M1
226826_at	0.833	0.0415824	2.14107639	-3.84	0.3150	LSM11	LSM11, U7 small nuclear RNA associated
223658_at	0.833	0.0416107	-2.1407548	-3.84	-0.4680	KCNK6	potassium two pore domain channel subfamily K member 6
217917_s_at	0.833	0.0416322	-2.14051161	-3.84	-0.2560	DYNLRB1	dynein light chain roadblock-type 1
222532_at	0.833	0.0416408	-2.14041343	-3.84	-0.6920	SRPRB	SRP receptor beta subunit
209605_at	0.833	0.0416485	-2.14032576	-3.84	-0.6740	TST	thiosulfate sulfurtransferase
228553_at	0.833	0.0417039	-2.13969835	-3.84	-0.1230	ENAH	enabled homolog (Drosophila)
230150_at	0.834	0.0417662	2.13899385	-3.84	0.2220	BCAP29	B-cell receptor-associated protein 29
202930_s_at	0.834	0.0417719	-2.13892942	-3.84	-0.5800	SUCLA2	succinate-CoA ligase ADP-forming beta subunit
203827_at	0.834	0.0418955	-2.13753352	-3.84	-0.7040	WIPI1	WD repeat domain, phosphoinositide interacting 1
200041_s_at	0.834	0.0419028	2.1374509	-3.84	0.1940	ATP6V1G2-DDX39B///SNORD84///DDX39B	ATP6V1G2-DDX39B readthrough (NMD candidate)///small nucleolar RNA, C/D box 84///DEAD-box helicase 39B
229514_at	0.834	0.0419395	-2.13703781	-3.84	-0.2150	GPATCH2L	G-patch domain containing 2 like
208853_s_at	0.834	0.0419615	-2.1367892	-3.84	-0.6440	CANX	calnexin
216304_x_at	0.834	0.0419753	-2.1366349	-3.84	-0.2280	YME1L1	YME1 like 1 ATPase
228256_s_at	0.834	0.0419931	-2.13643384	-3.84	-0.5630	EPB41L4A	erythrocyte membrane protein band 4.1 like 4A
205686_s_at	0.834	0.0419946	-2.13641727	-3.84	-0.3250	CD86	CD86 molecule
220984_s_at	0.834	0.0420094	-2.13625035	-3.85	-0.2980	SLCO5A1	solute carrier organic anion transporter family member 5A1
215082_at	0.834	0.0420241	2.13608472	-3.85	0.2950	ELOVL5	ELOVL fatty acid elongase 5
218400_at	0.834	0.0420522	-2.13576918	-3.85	-1.0200	OAS3	'2''-5''-oligoadenylate synthetase 3'
207986_x_at	0.834	0.0420932	-2.13530863	-3.85	-0.2010	CYB561	cytochrome b561
1569132_s_at	0.834	0.0421009	-2.13522201	-3.85	-0.1690	ARSK	arylsulfatase family member K
204768_s_at	0.834	0.0421103	-2.13511705	-3.85	-0.4390	FEN1	flap structure-specific endonuclease 1
231207_at	0.834	0.0421204	2.13500309	-3.85	0.3880		
244390_at	0.834	0.0421686	-2.13446266	-3.85	-0.0971		
228320_x_at	0.834	0.0422703	2.13332337	-3.85	0.2710	BICDL1	BICD family like cargo adaptor 1
218486_at	0.834	0.0422749	2.13327198	-3.85	0.5580	KLF11	Kruppel like factor 11
219628_at	0.834	0.0422788	2.13322913	-3.85	0.2620	ZMAT3	zinc finger matrin-type 3
207236_at	0.834	0.0423111	2.13286787	-3.85	0.2760	ZNF345	zinc finger protein 345
233931_at	0.834	0.0423206	-2.13276096	-3.85	-0.2630		
236545_at	0.834	0.0423436	2.13250446	-3.85	0.2780		
225284_at	0.834	0.042368	-2.13223186	-3.85	-0.4210	DNAJC3	DnaJ heat shock protein family (Hsp40) member C3
212436_at	0.834	0.0423693	-2.13221715	-3.85	-0.2430	TRIM33	tripartite motif containing 33
223354_x_at	0.834	0.0423948	-2.13193262	-3.85	-0.3930	MFF	mitochondrial fission factor
242056_at	0.834	0.0424282	2.1315606	-3.85	0.1300	TRIM45	tripartite motif containing 45
238019_at	0.834	0.0424535	2.13127807	-3.85	0.1900	PLIN5	perilipin 5
229498_at	0.834	0.0424617	2.13118624	-3.85	0.2820	MBNL3	muscleblind like splicing regulator 3
203613_s_at	0.834	0.0425621	-2.13006902	-3.85	-0.3100	NDUFB6	NADH:ubiquinone oxidoreductase subunit B6
213397_x_at	0.834	0.0425896	-2.12976304	-3.85	-0.3980	RNASE4	ribonuclease A family member 4
212322_at	0.834	0.0426186	2.1294409	-3.85	0.2000	SGPL1	sphingosine-1-phosphate lyase 1
223853_at	0.834	0.042629	-2.12932613	-3.85	-0.1380	BVES	blood vessel epicardial substance
202656_s_at	0.834	0.0426938	2.12860676	-3.85	0.3080	SERTAD2	SERTA domain containing 2
204510_at	0.834	0.0427096	-2.12843122	-3.85	-0.2150	CDC7	cell division cycle 7
202722_s_at	0.834	0.0427115	-2.12841031	-3.85	-0.5980	GFPT1	glutamine--fructose-6-phosphate transaminase 1
227000_at	0.834	0.0427137	2.1283864	-3.85	0.3030	MTURN	maturin, neural progenitor differentiation regulator homolog (Xenopus)
238117_at	0.834	0.0427154	-2.12836751	-3.85	-0.8760	PPOX	protoporphyrinogen oxidase
202040_s_at	0.834	0.0427621	2.12785014	-3.85	0.3640	KDM5A	lysine demethylase 5A
222914_s_at	0.834	0.0427948	2.127488	-3.85	0.1190	TMEM121	transmembrane protein 121
223093_at	0.834	0.0428083	2.12733913	-3.85	0.3660	ANKH	ANKH inorganic pyrophosphate transport regulator
217875_s_at	0.834	0.0428179	2.12723286	-3.85	0.3390	PMEPA1	prostate transmembrane protein, androgen induced 1
242650_at	0.834	0.0428443	2.12694052	-3.85	0.3010		
