			
Gene Symbol	log2(fpkm control)	log2(fpkm case)	p_value
RAB6C	-4.2114953579324	-2.54017392377672	1
DCDC2B	-2.66483692117521	-3.70639879721655	1
IGLV9-49	3.43955665238275	2.37417981574898	0.4595
EXOSC6	1.37269584360332	1.82004822023263	1
VPS52	5.33460402797494	5.4519232152106	0.8852
ZNF844	3.49731855982091	2.81213879033851	0.2102
TINCR	-1.8435982055021	-0.396110923004757	1
HBD	10.0152617143304	10.1890091069524	0.8952
IGHV3-64	2.07960339461711	0.508459078116985	1
HLA-DPB1	8.6179045237441	8.30394966144191	0.8264
IGKV3D-15	-1.61890272223646	-2.46596230984955	1
CPTP	2.45008421554682	0.345668877642801	1
IGHV4-59	5.17685331235758	3.19915877177237	0.05465
PRR29	1.00248650495106	-0.214867984684013	1
C4B	1.68424423759779	1.3109508098072	1
ADM5	6.99812779059549	4.47929524299885	0.0037
ATXN1L	7.27473688948335	8.23677481560566	0.2456
SMIM13	1.26869787545839	1.52515682035719	1
HNRNPA1P48	-1.42426170145372	-3.22357591656937	1
IGHV3-74	2.62381771014609	1.60044103958547	1
NDUFAF8	2.81599342198062	2.46008724011683	1
PRRT4	0.367337514210932	1.58181399240968	1
PLEKHM1	5.40282789239897	4.32123543501606	0.0764
IGKV6D-21	-0.479256936798173	-0.956722696456947	1
Z82206.1	0.428614098186105	0.788994677333259	1
ZNF469	-2.93387084528985	-5.22523983933631	1
MCRIP1	5.0691307146157	4.39321710909794	0.33155
SLC26A6	3.80906453282274	3.65522587354737	0.79915
IGHV3-72	2.49172228604914	2.58707210131606	1
FAM229A	2.90383076318696	2.67172136136663	0.7088
ERCC6	2.84188860711898	4.50554164349313	0.0256
NOL7	5.38518251329385	3.05531367547662	0.0616
PIGBOS1	5.91105876621027	5.35105936430493	0.5617
FTCDNL1	-2.07103320207766	-0.100484041932963	1
TEX22	5.50108559378483	4.75371149369124	0.26295
CROCC2	-5.53694510784993	-6.90521285158123	1
TMEM185B	2.19891212890363	2.28756981115215	1
TRBV2	3.8435316751683	4.39679655697459	0.5597
HSBP1L1	1.99690932440885	2.99992605998443	0.27465
SRRM5	1.67298646949281	1.32434978890219	1
LTA	2.20485124441915	1.2762107782369	1
C14orf132	-2.49793423071597	-0.493651950606728	1
WDR46	5.37975956944794	4.15488290232175	0.1875
ZNF717	1.73272071735412	1.52135733985022	1
TRGC2	5.89508687963407	5.24304065895903	0.3943
KLLN	-1.81352479749994	-2.11386662640698	1
PARG	1.93468633142452	2.85695582001045	0.2058
SCAMP4	2.99669243975279	2.16802901665256	0.2442
LTB	7.09382423482118	6.7574233468218	0.7636
POLR2J2	5.57552714554097	5.09337002399693	0.37995
AC078927.1	7.24656010189706	8.63943115691663	0.17515
ORM2	-0.259374606410069	1.69695973913642	1
FAM174C	4.0267735064299	4.82808315586705	0.39915
OST4	8.35151349403489	8.85735278855057	0.58675
C2orf92	2.60172979077693	2.00728521845537	1
FNDC10	0.672398185103366	0.911100962557823	1
PROB1	-2.29994386777638	-0.686087817643973	1
ARL17B	1.33933125185921	1.77542144241716	1
DHFR	3.01061694463346	3.14014549761285	0.87925
SAPCD1	4.00595683600753	3.57783967324918	0.58285
RPL41	10.5238167574072	9.01474582122966	0.1327
ORM1	3.53450988412708	2.14310602663961	0.46465
SPINK8	0.355794365202744	1.28046939630803	1
PATL2	5.7218483750798	5.6738616641587	0.96335
ZNF492	-4.35188139769921	-4.22974772449337	1
TRBV10-2	2.30123644076523	3.04886042778698	1
ZNF688	3.16555986231406	1.55146679904719	0.06705
PET100	9.34505256946878	7.2687057342641	0.00515
TRBV5-4	2.91015700383547	3.32817584353571	0.6403
ACBD6	4.81177926577102	4.71599767121325	0.9118
PPP5D1	-1.62081379710886	-3.38600977495851	1
YY2	0.624100894628114	1.18323876569623	1
HSBP1	5.7367969693291	4.45057783583966	0.3557
HLA-DPA1	8.46161040940232	8.16723246530417	0.7554
IGHV4-31	2.45338061216241	-0.060743327252371	1
RPS18	10.6442168184582	10.9936319089414	0.63675
OR5K2	-2.24274457510455	-2.37505503057139	1
PRH1	3.93085085664082	2.70723321865556	0.0119
TAPBP	6.80806321447547	5.82918741177401	0.1543
ZBED9	-4.90818671780124	-5.89595325036218	1
TMEM253	-0.281901891858726	-3.85434393271311	1
TMA7	6.01465210408966	4.68797328509017	0.3445
MCTS1	2.91082858258649	3.84811712613261	0.25265
OR52I1	-3.80403362452208	-5.89411599074568	1
SMIM26	5.26985228682498	4.56675427951814	0.5943
AJM1	3.82666033948665	3.73102027735633	0.90815
KANTR	1.63327309812567	1.25873599102008	1
HLA-DQB2	1.23777172550747	3.287098422585	0.4115
GOLGA8N	0.223595539396782	0.554696896281633	1
TNF	2.16446771753143	2.39619785811189	1
PET117	3.7250103549041	3.21727570278399	0.39985
LYRM9	2.51227240465782	2.44352178456533	1
TRBV29-1	4.1104968819174	3.78747425693126	0.76095
NPIPA9	0.340277404766254	-0.963599355339555	1
NPIPB7	5.66238497069302	5.27374712011728	0.46585
GPX1	8.45648173631204	8.74094104842911	0.72625
TRGV2	3.47227980043155	1.95116626338428	0.41325
BTBD18	-3.1542875653467	-4.9999399851346	1
TWIST2	-4.2456700201658	-3.76644566298833	1
AC092835.1	-2.91198869944165	-2.77697787667351	1
H2BC15	0.50533203115283	-0.607508914670844	1
RPS28	10.7370191306841	11.9876654944787	0.43955
CTXN2	1.10841740065242	1.17176406645109	1
UQCRHL	-1.48329897925563	-5.53710587471386	1
TRIM26	4.48417680883444	3.94553279495212	0.40235
ZNF879	0.648115656374882	-0.559677092392251	1
CCDC188	-2.91677437527884	-1.05439229681863	1
ZNF736	1.63982949594582	3.32712684587516	0.00375
PINLYP	-0.738396976592901	0.524535133275639	1
C5orf58	1.29369418606432	1.37336423762064	1
FAM133B	3.71809854664714	3.10980683982202	0.46505
JRK	2.00323162152631	2.11727613491027	1
NPIPB2	2.58894604778982	-0.09399606863576	1
HLA-B	13.0004490112176	11.0693960597723	0.0746
C11orf94	0.231309516072501	-2.21904156888435	1
HNRNPUL2-BSCL2	6.19868469309715	7.14432174467793	0.14175
BRD3OS	2.24297742073884	1.80125800613328	1
ZSCAN31	1.23709865259862	0.084173143324497	1
C12orf75	4.70727077293243	5.09830585312231	0.66885
HGH1	2.72256001517712	2.94502331581982	0.6965
PPP1R3E	4.44386519956871	4.79666523604637	0.71225
RAMACL	-4.54318123709754	-3.81074750998645	1
SMIM27	3.35398660897256	5.32699746456576	0.13235
NFAM1	6.22983783493614	5.76628772150717	0.4888
KIAA0040	5.30506946697313	4.88155695149382	0.49945
B3GALT4	4.30315970779946	1.65755769379247	0.1479
PNMA6A	-2.85031400329267	-3.99288488981297	1
ZBTB22	6.80806321447547	5.82918741177401	0.1543
CLEC2L	1.06399986170746	-4.97962368099227	1
ZBED5	5.05736362123094	5.06329584202958	0.9935
SLFN14	1.56364138891072	1.49677422229436	1
PPIAL4G	-2.87825779650509	-5.40692279398964	1
CCDC200	1.93244296620543	0.06699156156803	1
ZNF853	1.09441175034817	-0.317748535945219	1
B3GNT9	0.932098977321883	0.862653721439815	1
CDKN2AIPNL	3.2387028018129	2.032587538364	0.47665
TRBV30	2.40178335576239	2.93203092584733	0.58345
ZNF737	3.11669577995929	3.93218403715131	0.25025
RGL2	5.7138167674365	5.65177501062106	0.9309
C10orf143	1.52467052344146	0.763122581572019	1
SHISA9	-1.04022984478853	-3.13722886076124	1
HLA-DQA2	4.12313642685606	2.32542095602698	0.3684
KIFC1	0.672144696346926	-1.59264507326116	1
C2orf74	2.31883741929621	3.4027221768456	0.03255
TRBV3-1	3.64316352990343	1.72793352042138	0.1582
FAM200B	6.45426638786951	7.061214560269	0.6221
OR2I1P	-4.50649694274283	-3.06590778296214	1
LRRC37A2	2.1026782852864	2.31687270058584	1
TMEM250	3.10493542174263	3.45591240011036	0.66965
OR2W3	5.68983028767501	2.68363807169166	0.00075
PAGE2B	3.38111721763393	0.225250247108537	0.40055
TXNDC5	6.82076613469691	6.50462357014243	0.6461
CASTOR1	5.47607704324417	4.72528853944808	0.1486
RNF103	6.36574677020304	6.71970368087264	0.66285
RBM14	6.70361292934179	5.00123477906438	0.0125
ALKBH6	3.66763103169281	1.37835069829357	0.02515
ASB14	-0.998436965587356	0.30419560031425	1
KLHL41	0.907175259344023	-1.54006064206518	1
CASTOR3	4.30650286329321	3.81355547193614	0.5214
STPG4	9.07891932857572	9.36332441665713	0.7731
MEIKIN	2.99472633947358	2.97968698607163	0.96585
NME1	7.12484506325342	7.9609286673117	0.30535
TNFSF12	5.88014184119494	6.03497939132225	0.84095
CDRT4	2.67971428972077	2.26985303468585	1
APOBEC3G	5.32450100989126	6.02542751872959	0.42815
TLR9	6.31285936385181	6.03225295305413	0.70485
WBP1	5.25217341320203	5.83436738712019	0.2488
MRPS17	4.85328210494499	5.0444946673271	0.76085
IGKV1D-8	0.379942510817445	0.90797509455875	1
DEFA3	10.2829957211552	4.94337751834166	0.0649
IGKV1-6	3.2760707918688	-0.045080103576311	0.48665
GET4	5.64335693091381	4.90023405652098	0.11305
IGKV1-37	0.880191809902011	0.692052191485765	1
C1orf226	-0.788967864431449	-1.5408118239006	1
ADSL	6.38098220271036	6.50412934764766	0.8302
IGKV3-20	7.19099997519572	7.09192193284562	0.88595
LILRA4	6.50431688608342	7.73127150617036	0.1511
IGKV1D-33	0.168038647235567	-1.12302225042935	1
LILRA2	7.4859580790813	7.69218306423831	0.80395
TEX35	-0.214568300260404	0.665420060097309	1
AMY2B	5.50181808150355	5.78841687661463	0.67945
LY6G5B	6.704968767816	5.2532064598858	0.09665
PSMB9	9.24762375619625	8.66788148375432	0.559
PCDHGC3	-1.36068632562575	-0.62249639581633	1
SMKR1	1.88037599332581	3.02369536928777	0.4445
COX19	5.41411523225474	5.21771541135067	0.72075
ACAD11	4.20981984160247	4.00082029955393	0.67715
PPIL3	3.72609006549102	4.18613603459823	0.4634
IGKV1-17	2.78503992100597	1.83164217622133	1
KIR3DL2	1.81571477335852	0.753185186745209	1
FOXO3B	-1.33178282259511	-0.714398924880662	1
TNFRSF13B	1.97317041018994	0.603748579469873	1
L1TD1	-2.94241802833429	-2.64718724781722	1
AQP1	3.44843847476967	3.02168048257944	0.45715
C1QTNF9	4.49159659441045	4.13759368937234	0.47715
IGKV1-8	2.51005552087924	-0.477873926193131	1
ISY1	5.81713716134211	5.04421486429336	0.2439
PNMA2	-6.24374457397981	-6.71299019793171	1
LRRD1	4.98162892690227	4.8877689486479	0.86635
KRBOX1	0.406482248392574	-1.15519979746112	1
PCDHGC5	-1.36068632562575	-0.62249639581633	1
ARHGEF25	-0.17745420253536	-1.66605424252528	1
TMEM189	6.58305869103538	6.87093182154401	0.6238
RDH14	2.76432704471986	3.33485426933163	0.455
IGKV1-16	4.85963168750996	3.01038778770425	0.1002
PLCXD2	2.28115815827597	3.31965839383028	0.04395
MIF	5.58117346050999	4.18317682185721	0.03905
NSUN6	3.57692115177569	3.36239975116586	0.7048
HLA-DOB	8.01818348407778	5.58678275441676	0.00905
YAE1	1.74481123846316	0.799534969556297	1
CRCP	5.88260392489803	3.91612309306367	0.00095
IGKV2-24	3.39673491753557	2.96069703930431	0.683
CDRT1	1.706663157248	1.75443431788389	1
RPL36A	6.57757535611164	7.46965809579412	0.32475
IGKV3-11	6.95187915771312	7.1751652797733	0.72205
PDXP	6.00448790904071	9.29248729162076	0.00285
RPP21	4.20324031688829	4.35469193157778	0.74515
CD302	5.62401021143292	5.78665647293187	0.86815
EGFL8	3.11522139381111	2.69071655497846	0.5019
ATP5MF	7.3509833675479	6.45757295199859	0.43155
ARHGAP8	4.76707209447317	5.03420250700986	0.6107
AC244197.3	6.80552463032549	6.46415852925828	0.6076
ARPC4	8.72448997853639	8.50684706502727	0.81065
CORT	0.885816420092719	2.39518347618478	1
INMT	3.44843847476967	3.02168048257944	0.45715
ARPC1A	8.71310465061263	9.22881869049588	0.53045
TMEFF1	1.86006492986404	2.33891497605129	1
IGKV1-9	3.3458079474955	3.97498811199193	0.5037
ATP5PO	6.92993298827438	6.52204476062538	0.7083
PLEKHO2	5.60893044761817	5.30629505439552	0.59625
C8orf58	5.7902898427968	3.74421492647062	0.0044
PISD	6.38534992646022	6.3078947755125	0.93065
HOGA1	2.88362472602303	1.80949264812419	0.06905
PWP2	0.998715429694993	-1.28305299052231	1
AC079447.1	4.46030352983813	4.6794463189334	0.703
PI4KA	5.94786716640441	6.06345764166095	0.8629
KIR3DL3	0.727171147414442	-0.340901118533405	1
HYPK	8.36603801905095	7.2893180708639	0.24125
AMACR	3.28829063431829	3.41080238932033	0.8462
MTFP1	3.09594466820789	4.04603698158843	0.07015
ARHGDIG	4.23704356909738	3.42830321758135	0.1576
TCP10L	4.27872821293894	3.57418629875708	0.1427
ARFGAP3	6.52846036210416	6.75431298142482	0.73035
BGLAP	5.51423274680734	5.77095322872236	0.71
C22orf39	5.12833052386068	4.45349124040746	0.33945
PEG10	-0.06409374589136	-1.57359997381646	1
EIF6	6.84969908364072	6.8011974655172	0.94655
PCDHGC4	-1.36068632562575	-0.62249639581633	1
GTF2A1L	-0.6054068384942	-0.487138012291627	1
MRPL20	6.20316395278891	5.87599871110842	0.7124
ARPIN	5.06162500904694	5.2439508298284	0.77295
IGKV2D-28	-0.698906407399734	-0.795764108561345	1
SERPINB10	1.58786420666535	1.7608340946358	1
HLA-DMB	8.00365282905747	8.11510609187801	0.88315
DECR2	3.89020346667564	4.56969158736072	0.1773
GNG10	5.54588499176859	6.20098489449768	0.38755
CNTF	4.19249403789916	3.47489026167805	0.17
RTL5	-0.320053809356012	-0.449879487871675	1
AP5Z1	4.5531638705095	4.87013288329205	0.6698
ZNF709	3.82449293092966	2.55955788932732	0.00935
STRC	2.26294724037526	2.75825626639155	1
ERVW-1	-1.94997899074873	-2.9994461114441	1
EIF4EBP3	6.44169427772886	6.48282408739865	0.9467
MRPL33	6.37479432618889	6.18382392430836	0.78555
MICAL3	3.38678336121727	2.74258619138071	0.1559
PPAN-P2RY11	5.15452650332269	4.96754675807565	0.861
IGKV2-30	4.355967689241	1.6578229026524	0.29495
STON1	-0.6054068384942	-0.487138012291627	1
IGKV2D-29	3.19640718048026	1.28331138616259	0.4566
PRAF2	7.47825189529479	6.70210340662939	0.12945
VSIG8	2.10507124070816	2.56497073475792	1
IGKV1-12	2.79465291676187	-0.892912095214339	1
STMP1	5.28730975374828	4.66594413721233	0.4494
KCTD7	4.85159914323515	4.17702479850863	0.29615
EFNA4	2.19514913535431	2.6141609267316	1
TICAM2	4.86526064510079	5.51959222442082	0.3955
C4orf48	-1.88708372936403	-2.67243219478922	1
IGKV1-5	6.04697990814441	4.9762811412817	0.2922
NAA80	4.79051662487498	4.27820039178131	0.3105
AL365232.1	-1.00578814656163	-2.79247692538156	1
TNFRSF6B	3.35614381022528	3.69263921225811	0.6437
UPK3B	1.47504336594736	-0.015934234232665	1
IL10RB	6.87015508199659	6.94352286646964	0.9106
CFB	1.86238394164797	1.67324885746847	1
ZNF487	2.19387580289261	1.03715024751328	1
WDR92	5.66536718708363	5.30487240041963	0.69415
NME2	7.12484506325342	7.9609286673117	0.30535
AC006254.1	5.18058948362297	4.98129098862313	0.6315
PLA2G4B	5.45003669238186	6.116138070065	0.4727
LEFTY1	6.03057003381011	5.12383584715054	0.1831
NPIPB5	4.87807298993325	5.99240589903165	0.0572
TTC4	1.94522188423077	2.98621977687308	0.0594
TMEM35B	5.48192533410275	4.98646099635651	0.58165
KIR2DL3	1.77630195016052	-0.172792319919316	1
JMJD7	5.45003669238186	6.116138070065	0.4727
APOBEC3D	5.00890365274737	5.38589000351122	0.52665
OR2A7	-3.62773610362546	-1.68360398051815	1
TUBA4B	-0.494521618113567	-2.15511625926307	1
MRPS6	5.48473429617286	5.92553189063346	0.594
ZNF512	5.4954361449183	5.25851515591056	0.7266
ACY1	3.73424354767855	3.18293855153292	0.0818
NFS1	8.07057180009909	7.8460795536796	0.72885
DDOST	7.26115467261557	7.60476076950626	0.77545
TMEM199	4.78578592512969	4.9531022397283	0.8157
DNAJC25-GNG10	5.54588499176859	6.20098489449768	0.38755
P2RY11	5.15452650332269	4.96754675807565	0.861
TMEM141	6.0607931887491	5.50902437018142	0.41515
TMEM225B	6.25153543075982	5.69951831867539	0.39155
IFITM10	9.39771099396625	8.52332671486168	0.3587
AL645922.1	1.86238394164797	1.67324885746847	1
DBNDD2	4.62112585407343	3.95505236567148	0.236
LY6G6D	1.93304002686789	0.329008750324232	1
ETV5	1.36011139643906	2.36334211537178	1
IGKV3-15	5.72178276845979	5.48404787935921	0.7945
RBM12	8.07057180009909	7.8460795536796	0.72885
ERVFRD-1	-3.4462643955666	-2.1265489970173	1
LILRA6	5.58338669835281	6.36232259588458	0.5541
SCARF2	4.73679426395717	3.55051901394689	0.0152
APOBEC3C	5.00890365274737	5.38589000351122	0.52665
IGKV1-27	3.62786360565829	2.27044222857025	0.25205
RAD21L1	1.11938273964975	1.1788739581698	1
CCDC13	5.175815984883	5.45311256689361	0.6142
ASPRV1	5.61703394882423	6.23971499025224	0.46055
OR2AE1	3.88687201092	3.77343727794104	0.84475
FCGR2C	9.27806840631334	8.59421635107654	0.3746
UBE2V1	6.58305869103538	6.87093182154401	0.6238
C4A	3.18831229647256	4.93052446521343	0.0008
HBB	18.1178104835849	17.1478110888999	0.359
N4BP2L2	6.32439659709263	6.58160734197823	0.55975
ZNF585B	3.29157114417491	3.04674074252165	0.6129
CEBPA	2.933597186528	0.709731759420691	0.0514
H2AJ	3.93292101234081	2.17546072828511	0.1153
UBAP1L	1.38430957906511	1.4443755303071	1
PGAM5	3.61904906277291	3.21611180595855	0.42705
ZCCHC3	3.24715888378963	3.66408456515516	0.53955
TWF2	6.31285936385181	6.03225295305413	0.70485
MARS2	0.321027572189537	0.645858414624171	1
USP51	-1.3942743224953	-1.3389399944613	1
BCKDHA	7.25568955522063	6.32672428813644	0.20545
INSL3	1.43466291861484	2.1482150175596	1
TRIM39-RPP21	4.20324031688829	4.35469193157778	0.74515
AC037459.1	5.7902898427968	3.74421492647062	0.0044
CDK11B	4.45020829643112	1.28524240379088	0.0388
TARM1	0.424879102243195	-4.18648516128517	1
PRR5-ARHGAP8	4.76707209447317	5.03420250700986	0.6107
POU5F2	3.1216454060456	4.17054202235641	0.1321
PCP4L1	-3.31524947234731	-3.84221326684671	1
ABHD14A	3.73424354767855	3.18293855153292	0.0818
STIMATE-MUSTN1	5.18058948362297	4.98129098862313	0.6315
RBM14-RBM4	6.70361292934179	5.00123477906438	0.0125
LY75-CD302	5.62401021143292	5.78665647293187	0.86815
AC079594.2	4.49159659441045	4.89368255834671	0.3787
CCDC153	-0.998927033983461	-3.70815318449152	1
ACTN3	-2.42879890887015	-3.96678099013919	1
AC004997.1	5.47607704324417	4.72528853944808	0.1486
TNFSF12-TNFSF13	5.88014184119494	6.03497939132225	0.84095
FMN1	-0.191295346959729	-1.55537957504489	1
ATP5MF-PTCD1	7.3509833675479	6.45757295199859	0.43155
AL645941.2	8.00365282905747	8.11510609187801	0.88315
HAUS5	2.58177543597481	1.64574315448372	1
AL159163.1	8.80726475079967	8.41413976226719	0.6778
AP000311.1	6.92993298827438	6.52204476062538	0.7083
AC069368.1	5.60893044761817	5.30629505439552	0.59625
TMEM150C	-5.27378120840301	-4.52952581573966	1
AC068533.4	5.88260392489803	3.91612309306367	0.00095
NAIP	4.39290811980389	4.93074206770281	0.46615
ZNF324B	0.422308363380951	-0.846573380547469	1
SPATS1	-1.28403987615772	-4.0322989849683	1
AC004832.3	3.09594466820789	4.04603698158843	0.07015
AP000295.1	6.87015508199659	6.94352286646964	0.9106
LINC02218	-1.50121811416069	2.35353219860641	1
ZNF564	3.82449293092966	2.55955788932732	0.00935
ECSCR	1.25446101388711	0.869492426928121	1
AC092647.5	4.85328210494499	5.0444946673271	0.76085
RNF103-CHMP3	6.36574677020304	6.71970368087264	0.66285
PDCD6	7.10844081985876	7.1289738348798	0.9706
GOLGA8K	-1.36927769230726	-4.43291254930215	1
TERB1	-4.33212930536353	0.465013218053327	1
AL355315.1	2.88362472602303	1.80949264812419	0.06905
TMEM158	1.35815991969831	2.17233709358933	1
ARPIN-AP3S2	5.06162500904694	5.2439508298284	0.77295
YJEFN3	6.43115658230416	2.53832956613455	0.0004
ARPC4-TTLL3	8.72448997853639	8.50684706502727	0.81065
PTTG2	-0.60642784092705	-1.40119271545454	1
AL669918.1	8.01818348407778	5.58678275441676	0.00905
TRMT9B	-5.73001127985369	-7.06726246306343	1
ZNF718	-0.095148314589471	-0.307776364828634	1
SMIM20	3.44519698238171	1.442476451381	0.09015
AF241726.2	2.29815973723413	1.73543119365931	1
GYPB	7.36027647597497	6.82527683005487	0.52735
TUNAR	-2.50902740864465	-4.40697482320076	1
AC004691.2	3.44843847476967	3.02168048257944	0.45715
CHCHD10	3.32806092209457	2.86949440103631	0.74035
FAM218A	-3.45089037326262	-0.935307497411333	1
CDK3	4.36197183804666	5.31341275353106	0.2703
GPR162	3.55385196818113	2.03911733251175	0.00395
ATP6V1E2	3.06672125386654	1.7074143538007	0.15605
GLI4	4.06736336711961	2.75052504278604	0.02125
LY6G6F-LY6G6D	1.93304002686789	0.329008750324232	1
AC068580.4	9.39771099396625	8.52332671486168	0.3587
REELD1	-0.384054560483151	0.700093429775013	1
P3R3URF	0.828298488639896	-0.186797131205855	1
SELENOP	1.06629589016311	1.26911096608058	1
NT5C1B-RDH14	2.76432704471986	3.33485426933163	0.455
AC083800.1	-4.51462923292624	-3.56363515269599	1
AL672142.1	4.57370171351958	5.05208979013285	0.3585
ZNF674	1.21657902935861	-1.1460394727984	1
TMED7-TICAM2	4.86526064510079	5.51959222442082	0.3955
AL691442.2	2.19514913535431	2.6141609267316	1
ZNF345	2.1318232201805	2.50556069765035	1
SHANK3	-0.307438894600119	-6.84789811418116	1
MSANTD3-TMEFF1	1.86006492986404	2.33891497605129	1
AP000350.4	5.58117346050999	4.18317682185721	0.03905
ZNF550	2.64097947509325	2.43293536215838	1
DCANP1	-0.56297045880527	-3.57353556328294	1
CENPS-CORT	0.885816420092719	2.39518347618478	1
AC005324.3	1.706663157248	1.75443431788389	1
IGKV1D-39	1.30334824007938	-0.341184368803119	1
AC093899.2	0.907175259344023	-1.54006064206518	1
PTX4	-2.4015661872965	-4.46340275920519	1
OC90	-4.74596137448138	-1.4285542338741	1
PCDHGA12	-1.36068632562575	-0.62249639581633	1
C8orf88	0.223447263985197	-3.34445765662211	1
SHLD3	3.245396782188	3.43917097793956	0.7474
CCDC71L	2.82591788540462	3.74460244967025	0.4195
TRBV7-7	-0.894442598670705	-1.13896889170214	1
HOXA10	0.18728634617966	-0.737552409476703	1
TMEM200B	5.19137314240867	4.23121733992061	0.6512
PCDHGB6	-1.36068632562575	-0.62249639581633	1
TUG1	5.51041764217693	6.75851638854748	0.0445
TRNP1	0.422049960596714	-0.965218025291238	1
TRBV7-4	-0.894442598670705	-2.13896889170214	1
PCDHGA5	-1.36068632562575	-0.62249639581633	1
PCDHGA7	-1.36068632562575	-0.62249639581633	1
EIF5AL1	-5.91931068638735	-2.88292205749284	1
ALG11	2.86091315161365	3.19433924948446	0.50665
ATXN7L3B	3.4704978200435	3.49474840316523	0.96405
PRKDC	5.05081945586625	4.73470962022584	0.70585
PCDHGA6	-1.36068632562575	-0.62249639581633	1
PCDHGA8	-1.36068632562575	-0.62249639581633	1
UTP14C	2.86091315161365	3.19433924948446	0.50665
PCDHGA10	-1.36068632562575	-0.62249639581633	1
PCDHGA11	-1.36068632562575	-0.62249639581633	1
PCDHGB2	-1.36068632562575	-0.62249639581633	1
PCDHGB4	-1.36068632562575	-0.62249639581633	1
ZNF260	1.37760688080803	0.987400912361529	1
LYN	7.93594292257773	7.56921004771596	0.7144
PINX1	2.02437287493447	1.97714434959599	1
PCDHGB7	-1.36068632562575	-0.62249639581633	1
CD8B2	-0.199147716271307	0.964864359905645	1
NPIPB11	-2.20227311667832	-1.36269209532491	1
PCDHGB1	-1.36068632562575	-0.62249639581633	1
PCDHGA3	-1.36068632562575	-0.62249639581633	1
LRRC24	1.44683319252108	0.949706738895133	1
CHKB-CPT1B	7.21192722002535	7.42923097100499	0.7608
SIGLEC14	6.31227126810781	6.04822528517162	0.70305
AP002495.1	0.643930053869914	1.3110612878558	1
AP5B1	3.84425507736705	4.14916179490719	0.55645
CHMP4A	8.78457923039102	7.54072475877554	0.05175
SIGLEC12	-1.67194022716607	-0.918592193864138	1
AL360181.3	4.12357515614762	3.1558657832246	0.0979
AL033529.1	-4.74856908137472	-3.33620909098296	1
INS	-6.17970027502039	-1.13316954778572	1
AC110275.1	6.33152787791689	5.96106531039486	0.67185
FPGT	3.37752637009631	2.97156010748815	0.31365
AL136295.1	8.78457923039102	7.54072475877554	0.05175
AL512785.2	-0.788967864431449	-1.5408118239006	1
IGLL5	9.68429277598234	9.25698939639825	0.69665
MEX3A	-5.50599859342189	-7.18503115517285	1
AP001931.1	6.32628386195566	6.17203140072926	0.7665
EEF1G	9.40969853684457	10.5472801556635	0.2967
CKLF-CMTM1	6.74141305286814	6.2257839176641	0.4123
SYS1-DBNDD2	4.62112585407343	3.95505236567148	0.236
SLC22A18AS	-0.912860358638559	-3.54468219711329	1
MPV17L2	2.85576849368051	0.745633185180768	0.16455
ATP6V1G2-DDX39B	8.21191262309367	8.92630192568379	0.45545
BORCS8	4.82286778366202	3.88557436437143	0.1679
INMT-MINDY4	3.44843847476967	3.02168048257944	0.45715
AP000781.2	5.12087444111152	4.71656295941072	0.41105
DPP3	5.487052163499	5.38130760182356	0.8155
STX16-NPEPL1	7.14112620200829	7.923880090751	0.2489
ANKHD1-EIF4EBP3	6.44169427772886	6.48282408739865	0.9467
BRK1	5.96795016309074	6.65041992519221	0.2293
AL020996.2	5.3171882775965	5.83293304126995	0.3859
PIGY	5.88726448979298	6.56688667825785	0.3099
ZFP91-CNTF	4.19249403789916	3.47489026167805	0.17
AC005324.4	2.36655442574036	2.89240462701466	1
CHMP1B	4.30155106665058	3.88638431077713	0.81765
EID3	1.11259338604583	0.221901821615866	1
GLYATL1B	-1.76300906821333	-3.11168886949417	1
MSH5-SAPCD1	4.00595683600753	3.57783967324918	0.58285
HTD2	2.19937081950816	2.90599969685089	0.219
CARD17	5.58104085958577	6.52985685732195	0.2789
FXYD6-FXYD2	2.36709983585391	2.18466115372489	1
SMIM35	-0.087216792560171	0.679036384959217	1
AP002884.2	7.17201739492343	6.68624838368717	0.56565
EID1	5.27707347944646	5.16677568988229	0.8882
AL096711.2	0.327399946097422	-1.914140289263	1
AL133352.1	6.06159476943762	8.66537855778776	0.0206
NOX5	-5.30851586128701	-0.35813587323089	1
TAS2R45	-3.46975982099446	-4.32147804423886	1
HCAR3	5.57267749178355	4.53949384975971	0.3911
EBLN2	-1.70289077389563	0.66367251909458	1
AP001458.2	4.77194894586635	5.0160549931048	0.71355
AC135050.2	3.38104798078997	4.37131490804309	0.2389
AP002990.1	9.40969853684457	10.5472801556635	0.2967
NPIPB8	-2.19902350341675	-4.13093404375903	1
NEDD8-MDP1	8.78457923039102	7.54072475877554	0.05175
POLR2M	3.53905952545234	4.29798372726552	0.15455
LY6G6E	6.32060742462612	6.65565235877527	0.72465
FDXACB1	3.70548033484162	3.80937328259191	0.83855
TRAV1-1	1.6290114978071	2.02098571522698	1
RAB44	2.26751182785854	2.20360524230563	1
AC005833.1	6.10009460959239	5.24684508620195	0.1887
AC068775.1	4.41242927509902	3.04803385929895	0.0233
AP002373.1	6.33964516126935	6.5488696764757	0.69835
AC011462.1	7.25568955522063	6.32672428813644	0.20545
KLRC4-KLRK1	5.71173441819607	5.31467477632088	0.5138
MTRNR2L8	3.26391027658207	2.47133055198716	0.30705
